operator_id,inbound_attempts,inbound_records,total_inbound_wait_seconds,active_inbound_days,missed_inbound_calls,missed_inbound_rate,avg_inbound_wait_per_call_seconds,share_total_missed_calls,active_inbound_weeks,above_10pct_project_reference,exploratory_30plus_calls_view,operator_rank_by_missed_calls,cumulative_missed_calls,cumulative_missed_share
944560,5,3,89,3,0,0.0,17.8,0.0,2,False,False,551,926,1.0
944648,5,3,198,3,0,0.0,39.6,0.0,3,False,False,552,926,1.0
949420,5,4,4,4,0,0.0,0.8,0.0,2,False,False,553,926,1.0
951614,5,3,70,3,0,0.0,14.0,0.0,2,False,False,554,926,1.0
956080,5,3,252,3,0,0.0,50.4,0.0,2,False,False,555,926,1.0
968520,5,1,5,1,0,0.0,1.0,0.0,1,False,False,556,926,1.0
889638,4,3,58,3,0,0.0,14.5,0.0,3,False,False,557,926,1.0
895140,4,2,152,2,0,0.0,38.0,0.0,2,False,False,558,926,1.0
903978,4,1,38,1,0,0.0,9.5,0.0,1,False,False,559,926,1.0
905574,4,3,42,3,0,0.0,10.5,0.0,3,False,False,560,926,1.0
906296,4,2,65,2,0,0.0,16.25,0.0,1,False,False,561,926,1.0
906418,4,3,60,3,0,0.0,15.0,0.0,1,False,False,562,926,1.0
909892,4,3,42,3,0,0.0,10.5,0.0,2,False,False,563,926,1.0
922698,4,2,43,1,0,0.0,10.75,0.0,1,False,False,564,926,1.0
927142,4,4,15,4,0,0.0,3.75,0.0,2,False,False,565,926,1.0
928022,4,2,62,2,0,0.0,15.5,0.0,2,False,False,566,926,1.0
930264,4,3,39,3,0,0.0,9.75,0.0,2,False,False,567,926,1.0
930660,4,2,26,2,0,0.0,6.5,0.0,1,False,False,568,926,1.0
930816,4,4,51,4,0,0.0,12.75,0.0,2,False,False,569,926,1.0
932502,4,4,63,4,0,0.0,15.75,0.0,4,False,False,570,926,1.0
933996,4,4,102,4,0,0.0,25.5,0.0,3,False,False,571,926,1.0
935264,4,2,28,2,0,0.0,7.0,0.0,1,False,False,572,926,1.0
945058,4,2,75,2,0,0.0,18.75,0.0,1,False,False,573,926,1.0
948284,4,4,107,4,0,0.0,26.75,0.0,2,False,False,574,926,1.0
948524,4,4,22,4,0,0.0,5.5,0.0,3,False,False,575,926,1.0
950972,4,4,117,4,0,0.0,29.25,0.0,2,False,False,576,926,1.0
951118,4,4,130,4,0,0.0,32.5,0.0,3,False,False,577,926,1.0
952656,4,4,30,4,0,0.0,7.5,0.0,2,False,False,578,926,1.0
962168,4,4,69,4,0,0.0,17.25,0.0,3,False,False,579,926,1.0
965942,4,2,51,1,0,0.0,12.75,0.0,1,False,False,580,926,1.0
968150,4,2,4,2,0,0.0,1.0,0.0,2,False,False,581,926,1.0
882476,3,3,95,3,0,0.0,31.666666666666668,0.0,3,False,False,582,926,1.0
882478,3,2,76,1,0,0.0,25.333333333333332,0.0,1,False,False,583,926,1.0
888540,3,3,59,3,0,0.0,19.666666666666668,0.0,3,False,False,584,926,1.0
890226,3,3,82,3,0,0.0,27.333333333333332,0.0,3,False,False,585,926,1.0
895598,3,2,18,2,0,0.0,6.0,0.0,2,False,False,586,926,1.0
899892,3,3,95,3,0,0.0,31.666666666666668,0.0,3,False,False,587,926,1.0
901996,3,1,43,1,0,0.0,14.333333333333334,0.0,1,False,False,588,926,1.0
904372,3,2,68,2,0,0.0,22.666666666666668,0.0,1,False,False,589,926,1.0
907178,3,2,72,2,0,0.0,24.0,0.0,1,False,False,590,926,1.0
907974,3,3,29,3,0,0.0,9.666666666666666,0.0,3,False,False,591,926,1.0
908130,3,3,85,3,0,0.0,28.333333333333332,0.0,3,False,False,592,926,1.0
908162,3,2,159,2,0,0.0,53.0,0.0,2,False,False,593,926,1.0
908300,3,2,169,1,0,0.0,56.333333333333336,0.0,1,False,False,594,926,1.0
909624,3,2,101,1,0,0.0,33.666666666666664,0.0,1,False,False,595,926,1.0
914426,3,3,69,3,0,0.0,23.0,0.0,3,False,False,596,926,1.0
914636,3,2,28,2,0,0.0,9.333333333333334,0.0,2,False,False,597,926,1.0
917846,3,2,25,2,0,0.0,8.333333333333334,0.0,2,False,False,598,926,1.0
917856,3,2,33,2,0,0.0,11.0,0.0,2,False,False,599,926,1.0
924932,3,3,54,3,0,0.0,18.0,0.0,2,False,False,600,926,1.0
926214,3,1,27,1,0,0.0,9.0,0.0,1,False,False,601,926,1.0
930818,3,3,41,3,0,0.0,13.666666666666666,0.0,2,False,False,602,926,1.0
937366,3,2,161,2,0,0.0,53.666666666666664,0.0,1,False,False,603,926,1.0
937786,3,2,27,2,0,0.0,9.0,0.0,1,False,False,604,926,1.0
940568,3,2,18,2,0,0.0,6.0,0.0,1,False,False,605,926,1.0
941786,3,1,39,1,0,0.0,13.0,0.0,1,False,False,606,926,1.0
944310,3,2,15,2,0,0.0,5.0,0.0,1,False,False,607,926,1.0
946988,3,2,30,2,0,0.0,10.0,0.0,2,False,False,608,926,1.0
949252,3,2,40,2,0,0.0,13.333333333333334,0.0,2,False,False,609,926,1.0
951046,3,3,42,3,0,0.0,14.0,0.0,3,False,False,610,926,1.0
956292,3,3,35,2,0,0.0,11.666666666666666,0.0,1,False,False,611,926,1.0
958470,3,3,152,3,0,0.0,50.666666666666664,0.0,2,False,False,612,926,1.0
961552,3,1,104,1,0,0.0,34.666666666666664,0.0,1,False,False,613,926,1.0
966158,3,3,45,2,0,0.0,15.0,0.0,2,False,False,614,926,1.0
969288,3,2,88,2,0,0.0,29.333333333333332,0.0,1,False,False,615,926,1.0
970254,3,1,121,1,0,0.0,40.333333333333336,0.0,1,False,False,616,926,1.0
971100,3,2,26,2,0,0.0,8.666666666666666,0.0,1,False,False,617,926,1.0
884524,2,2,19,2,0,0.0,9.5,0.0,2,False,False,618,926,1.0
886892,2,1,58,1,0,0.0,29.0,0.0,1,False,False,619,926,1.0
888536,2,2,43,2,0,0.0,21.5,0.0,2,False,False,620,926,1.0
889640,2,2,27,2,0,0.0,13.5,0.0,1,False,False,621,926,1.0
893400,2,2,39,1,0,0.0,19.5,0.0,1,False,False,622,926,1.0
895266,2,2,20,2,0,0.0,10.0,0.0,2,False,False,623,926,1.0
898676,2,2,16,2,0,0.0,8.0,0.0,1,False,False,624,926,1.0
899898,2,2,50,2,0,0.0,25.0,0.0,2,False,False,625,926,1.0
899900,2,2,116,2,0,0.0,58.0,0.0,2,False,False,626,926,1.0
905082,2,1,34,1,0,0.0,17.0,0.0,1,False,False,627,926,1.0
905842,2,2,231,2,0,0.0,115.5,0.0,2,False,False,628,926,1.0
910038,2,2,30,2,0,0.0,15.0,0.0,2,False,False,629,926,1.0
911152,2,1,43,1,0,0.0,21.5,0.0,1,False,False,630,926,1.0
911214,2,2,36,2,0,0.0,18.0,0.0,2,False,False,631,926,1.0
913474,2,1,74,1,0,0.0,37.0,0.0,1,False,False,632,926,1.0
914848,2,2,37,2,0,0.0,18.5,0.0,2,False,False,633,926,1.0
915614,2,1,56,1,0,0.0,28.0,0.0,1,False,False,634,926,1.0
917378,2,2,25,2,0,0.0,12.5,0.0,1,False,False,635,926,1.0
917680,2,2,200,2,0,0.0,100.0,0.0,2,False,False,636,926,1.0
918956,2,2,69,2,0,0.0,34.5,0.0,1,False,False,637,926,1.0
919190,2,2,22,2,0,0.0,11.0,0.0,2,False,False,638,926,1.0
919536,2,2,18,2,0,0.0,9.0,0.0,2,False,False,639,926,1.0
919958,2,1,35,1,0,0.0,17.5,0.0,1,False,False,640,926,1.0
922154,2,2,18,2,0,0.0,9.0,0.0,2,False,False,641,926,1.0
930510,2,2,44,2,0,0.0,22.0,0.0,2,False,False,642,926,1.0
930594,2,1,21,1,0,0.0,10.5,0.0,1,False,False,643,926,1.0
930690,2,2,13,2,0,0.0,6.5,0.0,2,False,False,644,926,1.0
932304,2,2,40,2,0,0.0,20.0,0.0,2,False,False,645,926,1.0
932754,2,2,11,2,0,0.0,5.5,0.0,2,False,False,646,926,1.0
933244,2,2,18,2,0,0.0,9.0,0.0,1,False,False,647,926,1.0
935216,2,2,10,2,0,0.0,5.0,0.0,2,False,False,648,926,1.0
935244,2,1,38,1,0,0.0,19.0,0.0,1,False,False,649,926,1.0
935956,2,2,105,2,0,0.0,52.5,0.0,2,False,False,650,926,1.0
939698,2,2,26,2,0,0.0,13.0,0.0,2,False,False,651,926,1.0
940508,2,2,83,1,0,0.0,41.5,0.0,1,False,False,652,926,1.0
940772,2,1,9,1,0,0.0,4.5,0.0,1,False,False,653,926,1.0
942214,2,2,21,2,0,0.0,10.5,0.0,1,False,False,654,926,1.0
944564,2,2,28,2,0,0.0,14.0,0.0,2,False,False,655,926,1.0
944908,2,2,27,2,0,0.0,13.5,0.0,2,False,False,656,926,1.0
947610,2,2,19,2,0,0.0,9.5,0.0,1,False,False,657,926,1.0
947638,2,1,27,1,0,0.0,13.5,0.0,1,False,False,658,926,1.0
948170,2,2,30,2,0,0.0,15.0,0.0,2,False,False,659,926,1.0
952196,2,2,24,2,0,0.0,12.0,0.0,2,False,False,660,926,1.0
952292,2,1,81,1,0,0.0,40.5,0.0,1,False,False,661,926,1.0
952954,2,2,2,2,0,0.0,1.0,0.0,2,False,False,662,926,1.0
952968,2,2,10,2,0,0.0,5.0,0.0,2,False,False,663,926,1.0
955164,2,2,52,2,0,0.0,26.0,0.0,2,False,False,664,926,1.0
958454,2,1,30,1,0,0.0,15.0,0.0,1,False,False,665,926,1.0
960296,2,2,126,2,0,0.0,63.0,0.0,2,False,False,666,926,1.0
964518,2,1,42,1,0,0.0,21.0,0.0,1,False,False,667,926,1.0
966686,2,1,33,1,0,0.0,16.5,0.0,1,False,False,668,926,1.0
968368,2,2,38,2,0,0.0,19.0,0.0,1,False,False,669,926,1.0
970244,2,1,81,1,0,0.0,40.5,0.0,1,False,False,670,926,1.0
973286,2,1,88,1,0,0.0,44.0,0.0,1,False,False,671,926,1.0
884294,1,1,6,1,0,0.0,6.0,0.0,1,False,False,672,926,1.0
886146,1,1,9,1,0,0.0,9.0,0.0,1,False,False,673,926,1.0
888538,1,1,24,1,0,0.0,24.0,0.0,1,False,False,674,926,1.0
891254,1,1,26,1,0,0.0,26.0,0.0,1,False,False,675,926,1.0
891948,1,1,3,1,0,0.0,3.0,0.0,1,False,False,676,926,1.0
892798,1,1,43,1,0,0.0,43.0,0.0,1,False,False,677,926,1.0
894662,1,1,9,1,0,0.0,9.0,0.0,1,False,False,678,926,1.0
896430,1,1,13,1,0,0.0,13.0,0.0,1,False,False,679,926,1.0
899906,1,1,19,1,0,0.0,19.0,0.0,1,False,False,680,926,1.0
899912,1,1,19,1,0,0.0,19.0,0.0,1,False,False,681,926,1.0
900192,1,1,5,1,0,0.0,5.0,0.0,1,False,False,682,926,1.0
900458,1,1,9,1,0,0.0,9.0,0.0,1,False,False,683,926,1.0
900792,1,1,34,1,0,0.0,34.0,0.0,1,False,False,684,926,1.0
902238,1,1,8,1,0,0.0,8.0,0.0,1,False,False,685,926,1.0
905472,1,1,21,1,0,0.0,21.0,0.0,1,False,False,686,926,1.0
905478,1,1,36,1,0,0.0,36.0,0.0,1,False,False,687,926,1.0
905934,1,1,9,1,0,0.0,9.0,0.0,1,False,False,688,926,1.0
907618,1,1,35,1,0,0.0,35.0,0.0,1,False,False,689,926,1.0
907986,1,1,20,1,0,0.0,20.0,0.0,1,False,False,690,926,1.0
908180,1,1,15,1,0,0.0,15.0,0.0,1,False,False,691,926,1.0
909894,1,1,13,1,0,0.0,13.0,0.0,1,False,False,692,926,1.0
909896,1,1,9,1,0,0.0,9.0,0.0,1,False,False,693,926,1.0
911104,1,1,13,1,0,0.0,13.0,0.0,1,False,False,694,926,1.0
913984,1,1,17,1,0,0.0,17.0,0.0,1,False,False,695,926,1.0
914168,1,1,11,1,0,0.0,11.0,0.0,1,False,False,696,926,1.0
917858,1,1,14,1,0,0.0,14.0,0.0,1,False,False,697,926,1.0
918958,1,1,37,1,0,0.0,37.0,0.0,1,False,False,698,926,1.0
918988,1,1,13,1,0,0.0,13.0,0.0,1,False,False,699,926,1.0
920930,1,1,62,1,0,0.0,62.0,0.0,1,False,False,700,926,1.0
922114,1,1,61,1,0,0.0,61.0,0.0,1,False,False,701,926,1.0
922486,1,1,8,1,0,0.0,8.0,0.0,1,False,False,702,926,1.0
923254,1,1,45,1,0,0.0,45.0,0.0,1,False,False,703,926,1.0
923646,1,1,19,1,0,0.0,19.0,0.0,1,False,False,704,926,1.0
923744,1,1,5,1,0,0.0,5.0,0.0,1,False,False,705,926,1.0
924662,1,1,20,1,0,0.0,20.0,0.0,1,False,False,706,926,1.0
928926,1,1,5,1,0,0.0,5.0,0.0,1,False,False,707,926,1.0
929228,1,1,24,1,0,0.0,24.0,0.0,1,False,False,708,926,1.0
930582,1,1,16,1,0,0.0,16.0,0.0,1,False,False,709,926,1.0
930910,1,1,5,1,0,0.0,5.0,0.0,1,False,False,710,926,1.0
932498,1,1,11,1,0,0.0,11.0,0.0,1,False,False,711,926,1.0
934476,1,1,13,1,0,0.0,13.0,0.0,1,False,False,712,926,1.0
935394,1,1,7,1,0,0.0,7.0,0.0,1,False,False,713,926,1.0
936382,1,1,39,1,0,0.0,39.0,0.0,1,False,False,714,926,1.0
937370,1,1,7,1,0,0.0,7.0,0.0,1,False,False,715,926,1.0
940512,1,1,19,1,0,0.0,19.0,0.0,1,False,False,716,926,1.0
940514,1,1,11,1,0,0.0,11.0,0.0,1,False,False,717,926,1.0
940596,1,1,4,1,0,0.0,4.0,0.0,1,False,False,718,926,1.0
940610,1,1,4,1,0,0.0,4.0,0.0,1,False,False,719,926,1.0
940828,1,1,2,1,0,0.0,2.0,0.0,1,False,False,720,926,1.0
941390,1,1,5,1,0,0.0,5.0,0.0,1,False,False,721,926,1.0
941628,1,1,19,1,0,0.0,19.0,0.0,1,False,False,722,926,1.0
943818,1,1,5,1,0,0.0,5.0,0.0,1,False,False,723,926,1.0
945710,1,1,17,1,0,0.0,17.0,0.0,1,False,False,724,926,1.0
946020,1,1,3,1,0,0.0,3.0,0.0,1,False,False,725,926,1.0
946032,1,1,8,1,0,0.0,8.0,0.0,1,False,False,726,926,1.0
946072,1,1,6,1,0,0.0,6.0,0.0,1,False,False,727,926,1.0
946468,1,1,25,1,0,0.0,25.0,0.0,1,False,False,728,926,1.0
947306,1,1,10,1,0,0.0,10.0,0.0,1,False,False,729,926,1.0
947604,1,1,14,1,0,0.0,14.0,0.0,1,False,False,730,926,1.0
947612,1,1,18,1,0,0.0,18.0,0.0,1,False,False,731,926,1.0
947642,1,1,14,1,0,0.0,14.0,0.0,1,False,False,732,926,1.0
948282,1,1,1,1,0,0.0,1.0,0.0,1,False,False,733,926,1.0
950632,1,1,13,1,0,0.0,13.0,0.0,1,False,False,734,926,1.0
950640,1,1,9,1,0,0.0,9.0,0.0,1,False,False,735,926,1.0
950672,1,1,13,1,0,0.0,13.0,0.0,1,False,False,736,926,1.0
951290,1,1,17,1,0,0.0,17.0,0.0,1,False,False,737,926,1.0
951650,1,1,45,1,0,0.0,45.0,0.0,1,False,False,738,926,1.0
952114,1,1,3,1,0,0.0,3.0,0.0,1,False,False,739,926,1.0
952666,1,1,15,1,0,0.0,15.0,0.0,1,False,False,740,926,1.0
952678,1,1,30,1,0,0.0,30.0,0.0,1,False,False,741,926,1.0
952916,1,1,25,1,0,0.0,25.0,0.0,1,False,False,742,926,1.0
953940,1,1,9,1,0,0.0,9.0,0.0,1,False,False,743,926,1.0
954318,1,1,4,1,0,0.0,4.0,0.0,1,False,False,744,926,1.0
955436,1,1,23,1,0,0.0,23.0,0.0,1,False,False,745,926,1.0
956664,1,1,9,1,0,0.0,9.0,0.0,1,False,False,746,926,1.0
960294,1,1,36,1,0,0.0,36.0,0.0,1,False,False,747,926,1.0
967310,1,1,8,1,0,0.0,8.0,0.0,1,False,False,748,926,1.0
968232,1,1,13,1,0,0.0,13.0,0.0,1,False,False,749,926,1.0
969380,1,1,21,1,0,0.0,21.0,0.0,1,False,False,750,926,1.0
970240,1,1,44,1,0,0.0,44.0,0.0,1,False,False,751,926,1.0
970252,1,1,25,1,0,0.0,25.0,0.0,1,False,False,752,926,1.0
972412,1,1,25,1,0,0.0,25.0,0.0,1,False,False,753,926,1.0
972460,1,1,4,1,0,0.0,4.0,0.0,1,False,False,754,926,1.0
